cascao_id,pac_id,pac_estado
194495,188791,programa-completo
194607,188857,programa-completo
194641,188891,programa-completo
194919,189164,programa-completo
194971,189215,programa-completo
195076,189320,programa-completo
195504,189713,programa-completo
195510,189719,programa-completo
195554,189763,programa-completo
195602,189811,programa-completo
195740,189948,programa-completo
195805,189981,programa-completo
195845,190021,programa-completo
195895,190070,programa-completo
195949,190124,programa-completo
196007,190181,programa-completo
196055,190229,programa-completo
196553,190720,programa-completo
196683,190850,caso-nuevo
196760,190926,programa-completo
197750,191902,programa-completo
197888,192030,programa-completo
197924,192066,programa-completo
197970,192112,programa-completo
198037,192179,programa-completo
198075,192217,programa-completo
198443,192579,programa-completo
198467,192603,programa-completo
198538,192673,programa-completo
198601,192736,programa-activo
198669,192775,rechazado-mmgyd
198712,192818,programa-completo
198813,192919,caso-nuevo
198847,192953,programa-completo
198877,192982,programa-completo
198910,193014,programa-completo
198940,193043,programa-completo
198976,193079,programa-completo
199262,193344,programa-completo
199279,193361,programa-completo
199312,193394,programa-completo
199344,193426,programa-completo
199378,193460,programa-completo
199440,193522,programa-completo
199526,193608,programa-completo
199651,193702,programa-completo
199707,193752,programa-completo
199755,193773,programa-completo
199772,193790,rechazado-mmgyd
199804,193822,programa-completo
200244,194249,programa-completo
200288,194293,programa-completo
200307,194312,programa-completo
200384,194378,programa-completo
200411,194404,programa-completo
200479,194472,programa-completo
200527,194520,programa-completo
200549,194542,programa-completo
200658,194651,programa-completo
200672,194665,programa-completo
200688,194681,programa-completo
200836,194828,solicitud-compatible
200840,194832,programa-completo
200852,194844,programa-completo
200924,194916,programa-completo
201007,194970,programa-completo
201109,195058,programa-completo
201120,195069,programa-completo
201129,195078,programa-completo
201135,195084,programa-completo
201141,195090,programa-completo
201308,195257,programa-activo
201326,195275,programa-completo
201402,195350,programa-completo
201466,195414,programa-completo
201692,195638,programa-completo
201770,195716,programa-completo
201825,195752,programa-completo
201844,195771,programa-completo
202188,196079,caso-nuevo
202215,196106,programa-completo
202243,196134,programa-completo
202261,196152,programa-completo
202286,196177,programa-completo
202333,196224,programa-completo
202398,196289,programa-completo
202704,196574,programa-completo
202780,196620,programa-completo
202972,196805,programa-completo
202981,196814,programa-completo
203009,196842,programa-completo
203034,196865,programa-completo
203691,197518,rechazado-mmgyd
203730,197557,programa-completo
203816,197643,programa-completo
203904,197731,programa-completo
203940,197767,programa-completo
203940,197767,programa-completo
203940,197767,programa-completo
203940,197767,programa-completo
203977,197803,programa-completo
204360,198185,programa-completo
204382,198207,programa-completo
204403,198228,programa-completo
204540,198365,programa-completo
204551,198376,programa-completo
204564,198389,programa-completo
204576,198401,programa-completo
204590,198415,programa-completo
204600,198425,programa-completo
204611,198436,programa-completo
204628,198453,programa-completo
204637,198462,programa-completo
204649,198474,programa-completo
204747,198572,programa-completo
204772,198597,programa-completo
204796,198621,programa-activo
204846,198671,programa-completo
205017,198836,programa-completo
205073,198891,programa-completo
205169,198986,programa-activo
205384,199200,programa-completo
205424,199240,programa-completo
205454,199270,programa-completo
205890,199700,caso-nuevo
205901,199711,programa-completo
205931,199740,programa-completo
205976,199782,programa-completo
206085,199885,programa-completo
206137,199937,programa-completo
206190,199988,programa-completo
206298,200095,programa-completo
206368,200165,programa-completo
206433,200230,programa-completo
206534,200330,caso-nuevo
206559,200355,programa-completo
206616,200406,programa-activo
206922,200692,programa-completo
206932,200702,programa-completo
206960,200730,programa-completo
207062,200824,programa-completo
207092,200852,programa-completo
207124,200883,programa-completo
207157,200916,programa-completo
207303,201060,programa-completo
207335,201091,programa-completo
207373,201129,programa-completo
207488,201244,programa-completo
207562,201318,programa-completo
211787,202379,programa-completo
211927,202416,programa-completo
212079,202460,programa-completo
212234,202502,programa-completo
212287,202523,programa-completo
212307,202532,programa-completo
213791,203189,programa-completo
214121,203324,programa-completo
215633,204246,programa-completo
215798,204291,programa-completo
216104,204390,programa-completo
216277,204484,caso-nuevo
216410,204584,programa-activo
216528,204655,programa-completo
216724,204762,programa-completo
216818,204810,programa-completo
216853,204837,programa-completo
216881,204863,programa-completo
216906,204882,programa-activo
216920,204894,programa-completo
217143,205063,programa-completo
217192,205108,programa-completo
217269,205181,programa-completo
217506,205413,programa-completo
217529,205436,programa-completo
217559,205465,programa-completo
217604,205510,programa-completo
218068,205953,programa-completo
218114,205997,programa-completo
218294,206170,programa-completo
218355,206230,programa-completo
218412,206287,caso-nuevo
218506,206381,programa-completo
218592,206464,programa-completo
218675,206547,programa-completo
218775,206646,caso-nuevo
218843,206714,programa-completo
218887,206758,programa-completo
218902,206773,programa-completo
218922,206793,programa-completo
218949,206819,programa-completo
219387,207236,programa-completo
219422,207270,programa-completo
219457,207305,programa-completo
219522,207369,programa-completo
219552,207399,programa-completo
219617,207449,programa-completo
219694,207505,programa-completo
219762,207571,programa-completo
219870,207647,programa-completo
219943,207699,programa-completo
219989,207741,programa-completo
220078,207828,programa-completo
220133,207864,programa-completo
220173,207903,programa-completo
220627,208332,caso-nuevo
220728,208433,programa-completo
220791,208496,programa-completo
220914,208617,programa-completo
220981,208681,rechazado-mmgyd
221044,208744,programa-completo
221076,208774,programa-completo
221125,208823,programa-completo
221140,208837,programa-completo
221578,209256,programa-completo
221648,209326,programa-completo
222124,209795,programa-completo
223088,210745,programa-completo
223415,211035,programa-completo
223490,211090,programa-completo
223559,211157,programa-completo
223625,211223,programa-completo
223641,211239,programa-completo
224053,211610,programa-completo
224136,211690,programa-completo
224225,211779,programa-completo
224279,211832,programa-completo
224593,212143,programa-completo
224606,212156,programa-completo
224617,212167,programa-completo
224634,212184,programa-activo
224634,212184,programa-activo
224634,212184,programa-activo
224653,212203,programa-completo
224662,212212,programa-completo
225376,212898,programa-completo
225504,213017,caso-nuevo
225522,213035,caso-nuevo
226115,213617,programa-completo
226163,213665,programa-completo
226259,213761,programa-completo
226369,213839,programa-completo
226434,213895,programa-completo
226499,213960,programa-completo
227130,214527,programa-completo
227194,214589,programa-completo
227339,214729,programa-completo
227432,214820,programa-completo
227534,214922,programa-completo
227634,215013,programa-completo
227675,215047,caso-nuevo
227725,215096,programa-completo
227756,215127,programa-completo
228296,215658,programa-completo
228328,215690,programa-activo
228377,215738,programa-completo
228444,215805,programa-completo
228501,215862,programa-completo
228631,215983,programa-completo
228692,216044,programa-completo
228740,216092,programa-completo
228892,216202,programa-completo
228991,216256,programa-completo
229034,216297,programa-completo
229093,216356,programa-activo
229122,216384,programa-completo
229145,216407,programa-completo
229162,216423,programa-completo
229725,216967,programa-completo
229783,217024,programa-completo
229882,217122,programa-completo
230029,217262,programa-completo
230150,217377,programa-activo
230236,217457,programa-completo
230278,217497,rechazado-mmgyd
230315,217531,programa-completo
230619,217798,programa-completo
230639,217818,programa-completo
230649,217828,programa-completo
230662,217841,programa-completo
230677,217856,programa-completo
230700,217879,programa-completo
230730,217908,solicitud-compatible
230817,217995,programa-completo
230859,218026,programa-completo
230928,218085,programa-completo
230974,218131,programa-completo
231027,218184,programa-completo
231248,218362,programa-completo
231317,218429,programa-completo
231397,218506,programa-completo
231504,218610,programa-completo
231585,218689,programa-activo
231611,218714,programa-completo
232619,219676,programa-completo
232698,219755,programa-completo
232812,219868,programa-completo
232862,219918,programa-completo
232939,219995,programa-completo
233044,220098,programa-completo
233173,220227,programa-completo
233247,220301,programa-completo
233321,220375,programa-activo
233344,220398,programa-completo
233380,220433,caso-nuevo
233397,220448,programa-completo
233808,220834,programa-completo
233833,220859,programa-completo
233904,220930,programa-completo
233938,220964,programa-completo
233967,220993,programa-completo
234002,221028,programa-completo
234057,221082,programa-completo
234092,221117,caso-nuevo
234222,221247,programa-completo
234281,221287,programa-activo
234305,221308,programa-completo
234323,221326,programa-completo
234544,221501,programa-completo
234560,221517,programa-completo
234583,221540,programa-completo
234606,221563,programa-completo
234622,221579,programa-completo
234643,221600,programa-completo
234654,221611,programa-completo
234665,221622,programa-completo
234678,221635,programa-completo
234686,221643,programa-completo
234694,221650,programa-completo
234910,221866,programa-completo
235170,222125,caso-nuevo
235375,222329,programa-completo
235450,222404,programa-completo
235486,222440,programa-completo
235528,222482,programa-completo
235560,222514,programa-activo
235589,222543,programa-completo
235615,222569,programa-completo
235635,222589,programa-completo
236208,223136,programa-completo
236336,223262,programa-completo
236588,223479,programa-completo
236770,223639,programa-completo
236777,223646,programa-completo
236785,223654,programa-completo
236802,223671,programa-completo
236817,223686,programa-completo
236847,223716,programa-completo
236852,223721,programa-completo
236857,223726,programa-completo
236859,223728,programa-completo
236867,223736,programa-completo
236874,223743,programa-completo
237084,223952,programa-completo
237118,223986,programa-completo
237203,224071,programa-completo
237250,224117,programa-completo
237389,224255,programa-completo
238011,224872,caso-nuevo
238048,224907,programa-completo
238080,224936,programa-completo
238155,225009,programa-completo
238286,225137,programa-completo
238383,225228,programa-completo
238732,225474,caso-nuevo
238780,225519,programa-completo
238819,225556,programa-completo
239221,225949,rechazado-mmgyd
239279,226006,programa-completo
239345,226071,programa-completo
239381,226106,programa-completo
239431,226153,programa-completo
239496,226186,programa-completo
239562,226248,caso-nuevo
239624,226310,programa-completo
239678,226362,programa-completo
239716,226400,programa-completo
239795,226465,programa-completo
239867,226525,programa-completo
239938,226594,programa-completo
239972,226628,programa-completo
239990,226646,programa-completo
240419,227074,programa-completo
240544,227199,programa-completo
240611,227266,programa-completo
240663,227317,programa-completo
240890,227542,programa-completo
240979,227629,programa-completo
241037,227682,programa-completo
241065,227709,programa-completo
241079,227722,programa-completo
241276,227895,programa-completo
241290,227909,programa-completo
241297,227916,programa-completo
241308,227927,programa-completo
241323,227942,programa-completo
241335,227954,programa-completo
241344,227963,programa-completo
241349,227968,programa-completo
241353,227972,programa-activo
241362,227981,programa-completo
241366,227985,programa-completo
241699,228316,programa-completo
241817,228429,rechazado-mmgyd
242097,228707,programa-completo
242138,228748,programa-completo
242157,228766,programa-completo
242174,228782,programa-completo
242367,228971,programa-activo
242380,228984,programa-completo
242397,229001,programa-completo
242406,229010,programa-completo
242411,229015,programa-completo
242428,229032,programa-completo
242438,229042,caso-nuevo
242444,229048,programa-completo
242891,229490,programa-completo
243658,230222,programa-completo
243680,230242,programa-completo
243704,230265,programa-completo
243774,230335,programa-completo
243827,230386,programa-completo
243872,230430,programa-completo
243920,230477,programa-completo
243962,230516,programa-completo
244067,230606,programa-completo
244111,230649,programa-completo
244139,230676,programa-completo
244175,230708,programa-completo
244211,230743,programa-completo
244249,230777,programa-completo
244283,230810,programa-completo
244305,230832,programa-completo
244330,230855,programa-completo
246168,231319,programa-completo
246217,231367,programa-completo
246263,231413,programa-completo
246329,231478,programa-completo
246401,231550,programa-activo
246489,231638,caso-nuevo
246548,231697,programa-completo
246610,231747,programa-completo
246643,231779,programa-completo
246670,231806,programa-completo
246848,231969,programa-activo
246853,231974,programa-completo
246865,231986,programa-completo
246881,232002,programa-completo
246897,232018,programa-completo
246916,232037,programa-completo
246923,232044,programa-completo
246932,232053,programa-completo
246939,232060,programa-activo
246947,232068,programa-completo
246951,232072,programa-completo
247051,232172,programa-completo
247070,232191,programa-completo
247089,232210,programa-completo
247129,232250,programa-activo
247214,232333,programa-completo
247244,232363,programa-completo
247283,232402,programa-completo
247311,232429,programa-completo
247404,232522,programa-completo
247527,232634,programa-completo
247577,232684,programa-completo
247605,232711,programa-completo
247646,232752,programa-completo
247666,232772,programa-completo
247684,232790,caso-nuevo
247971,233073,programa-completo
248060,233162,caso-nuevo
248101,233203,programa-completo
248158,233260,programa-activo
248198,233299,programa-completo
248242,233331,programa-completo
248345,233434,programa-completo
248385,233474,rechazado-mmgyd
248436,233525,programa-completo
248481,233570,programa-completo
248556,233645,programa-completo
248596,233685,programa-completo
248612,233701,programa-completo
248633,233722,programa-completo
248654,233743,programa-completo
248789,233861,programa-completo
248796,233868,programa-completo
248807,233879,programa-completo
248823,233895,programa-completo
248834,233906,programa-completo
248840,233912,programa-completo
248846,233918,programa-completo
248855,233927,programa-completo
248860,233932,programa-completo
248868,233940,programa-completo
248875,233947,programa-completo
248881,233953,programa-completo
248889,233961,programa-completo
248896,233968,programa-completo
248902,233974,programa-activo
249092,234164,programa-completo
249267,234338,caso-nuevo
249996,235050,programa-completo
250038,235092,programa-completo
250175,235229,programa-completo
250303,235357,programa-activo
250395,235448,programa-completo
250457,235510,programa-completo
250600,235651,programa-completo
251031,236075,programa-completo
251073,236108,programa-completo
251141,236173,programa-completo
251191,236223,caso-nuevo
251246,236276,programa-completo
251325,236353,programa-completo
251368,236395,rechazado-mmgyd
251395,236422,programa-completo
251454,236481,programa-completo
251485,236512,programa-completo
251534,236561,programa-completo
251549,236576,programa-completo
251576,236600,programa-completo
251615,236636,caso-nuevo
251634,236654,programa-completo
251650,236670,programa-completo
251657,236676,programa-completo
251663,236681,programa-activo
251677,236695,programa-activo
251861,236846,programa-completo
251957,236931,programa-completo
252033,237003,programa-completo
252148,237117,programa-activo
252311,237278,programa-completo
252345,237312,programa-completo
252369,237336,programa-completo
252833,237755,programa-completo
252846,237768,programa-completo
253286,238183,programa-completo
253371,238266,programa-completo
254310,239183,programa-completo
254341,239214,programa-completo
254405,239278,programa-completo
254448,239321,programa-completo
254527,239398,programa-completo
254601,239472,programa-completo
254795,239663,programa-completo
254872,239740,caso-nuevo
255317,240183,caso-nuevo
255345,240211,programa-completo
255460,240324,programa-completo
255835,240672,programa-completo
255869,240706,programa-completo
255909,240742,programa-completo
256575,241327,rechazado-mmgyd
256622,241374,programa-completo
256768,241519,programa-completo
257588,242314,programa-completo
257595,242321,programa-completo
257605,242331,programa-completo
257611,242337,programa-completo
257767,242493,programa-completo
257825,242551,programa-completo
258016,242741,programa-completo
258076,242801,programa-completo
258119,242844,programa-completo
258197,242921,programa-completo
258231,242955,programa-completo
258263,242986,programa-completo
258887,243594,programa-completo
258931,243638,programa-completo
259055,243762,programa-completo
259163,243869,programa-completo
259220,243926,rechazado-mmgyd
259311,244017,programa-completo
259379,244069,programa-completo
259544,244159,programa-completo
259667,244235,programa-completo
259737,244284,programa-completo
259756,244303,programa-completo
259777,244324,programa-completo
259808,244355,programa-completo
259827,244374,programa-completo
259839,244386,programa-completo
260321,244806,programa-completo
260430,244913,caso-nuevo
260487,244959,programa-completo
260553,245024,programa-completo
260609,245080,programa-completo
260666,245137,programa-completo
260720,245190,programa-completo
260755,245224,programa-completo
260775,245244,programa-completo
260801,245270,programa-completo
260827,245296,programa-completo
260864,245333,programa-completo
260907,245376,programa-completo
260940,245408,programa-completo
260992,245457,programa-completo
261010,245475,programa-activo
261025,245490,programa-completo
261034,245499,programa-completo
261064,245518,programa-completo
261098,245552,caso-nuevo
261110,245564,programa-completo
261119,245573,programa-activo
261408,245858,rechazado-mmgyd
261448,245898,programa-completo
261507,245956,programa-completo
261601,246050,programa-completo
261631,246080,programa-completo
261677,246126,programa-completo
261712,246161,programa-completo
261739,246188,programa-completo
261776,246223,caso-nuevo
261836,246283,programa-completo
261931,246377,programa-completo
261980,246426,programa-completo
262044,246488,programa-completo
262112,246556,programa-completo
262128,246572,programa-completo
262182,246625,programa-completo
262201,246644,programa-completo
262224,246667,rechazado-mmgyd
262258,246693,programa-completo
262277,246705,programa-completo
262289,246717,programa-completo
262304,246732,programa-completo
262321,246749,programa-completo
262326,246754,programa-completo
262335,246763,programa-completo
262344,246772,programa-completo
262354,246782,programa-completo
262365,246793,programa-completo
262544,246972,programa-completo
262619,247046,programa-completo
262650,247076,programa-completo
262711,247137,programa-completo
262844,247266,programa-completo
262882,247304,programa-activo
262939,247356,programa-completo
262950,247367,programa-completo
262969,247385,programa-activo
262983,247399,programa-completo
262993,247409,programa-completo
263009,247425,programa-completo
263025,247441,rechazado-mmgyd
263038,247454,programa-completo
263054,247470,programa-completo
263068,247484,programa-completo
263241,247652,programa-completo
263245,247656,programa-completo
263247,247658,programa-completo
263248,247659,programa-completo
263250,247661,programa-completo
263253,247664,programa-completo
263521,247930,programa-completo
263567,247976,programa-activo
263620,248029,programa-completo
263724,248133,programa-completo
263750,248159,programa-completo
263789,248198,programa-completo
263859,248268,programa-completo
263922,248331,programa-completo
263980,248389,programa-completo
264019,248428,programa-completo
264128,248535,programa-completo
264167,248574,programa-completo
264195,248602,programa-completo
264279,248686,programa-completo
264294,248701,programa-completo
264304,248711,programa-completo
264326,248733,programa-completo
264361,248759,programa-completo
264372,248770,programa-completo
264385,248783,programa-completo
264403,248800,programa-completo
264421,248818,programa-completo
264452,248849,programa-completo
264466,248863,programa-completo
264487,248884,programa-completo
264504,248901,programa-completo
264522,248919,programa-completo
264652,249049,programa-activo
264655,249052,programa-completo
264743,249138,programa-completo
264781,249176,programa-completo
264839,249231,programa-completo
264881,249271,programa-completo
264950,249319,programa-completo
265031,249373,programa-activo
265153,249444,programa-completo
265231,249488,programa-completo
265297,249539,programa-completo
265337,249563,programa-completo
265400,249626,programa-completo
265463,249685,programa-completo
265530,249746,programa-completo
265559,249771,caso-nuevo
265577,249788,programa-completo
265588,249799,programa-completo
265620,249827,programa-completo
265647,249846,programa-completo
265663,249861,programa-completo
265674,249872,programa-completo
265693,249891,programa-completo
265707,249904,programa-activo
265720,249917,programa-completo
265731,249927,programa-completo
265750,249946,programa-completo
265760,249956,programa-completo
266033,250227,programa-completo
266066,250260,programa-completo
266183,250374,programa-completo
266326,250514,programa-activo
266378,250564,programa-completo
266400,250585,programa-completo
266455,250629,programa-completo
266516,250690,programa-completo
266559,250733,programa-completo
266595,250766,programa-completo
266604,250775,programa-completo
266622,250793,programa-activo
266633,250802,programa-completo
266648,250814,programa-activo
266666,250826,programa-completo
266675,250835,programa-completo
266689,250849,programa-completo
266696,250856,programa-completo
266707,250867,programa-completo
266865,251024,programa-completo
266910,251068,programa-completo
266935,251093,programa-completo
266995,251153,programa-completo
267023,251180,programa-completo
267130,251284,programa-activo
267208,251361,programa-completo
267297,251450,programa-completo
267355,251505,caso-nuevo
267402,251550,programa-completo
267446,251594,programa-completo
267484,251632,caso-nuevo
267496,251644,programa-completo
267534,251682,programa-completo
267562,251710,programa-completo
267602,251741,programa-completo
267635,251768,programa-completo
267649,251782,programa-completo
267663,251795,rechazado-mmgyd
267686,251818,programa-completo
267701,251833,programa-completo
267711,251843,programa-activo
267722,251854,programa-completo
267733,251865,caso-nuevo
267769,251901,programa-completo
267780,251912,programa-completo
267873,252005,programa-completo
267981,252113,programa-completo
268000,252132,programa-completo
268152,252284,programa-completo
268238,252368,caso-nuevo
268652,252773,programa-completo
268763,252881,programa-completo
268859,252973,programa-completo
268932,253045,programa-completo
269002,253114,programa-completo
269049,253161,programa-completo
269182,253290,programa-completo
269198,253304,programa-completo
269211,253316,programa-completo
269237,253341,rechazado-mmgyd
269737,253825,programa-completo
269898,253984,programa-activo
270109,254193,programa-completo
270179,254261,programa-completo
270208,254290,programa-completo
270229,254311,programa-completo
270248,254330,programa-completo
270534,254612,programa-completo
270607,254676,programa-completo
270673,254739,programa-completo
270754,254815,programa-completo
270927,254988,programa-completo
271105,255164,programa-completo
271124,255183,programa-activo
271149,255205,programa-completo
271175,255231,programa-completo
271189,255245,programa-completo
271226,255282,programa-completo
271242,255298,programa-completo
271493,255545,programa-activo
271551,255603,programa-completo
271623,255674,programa-completo
271737,255785,programa-completo
271800,255847,programa-completo
271871,255917,programa-completo
271936,255981,programa-completo
271978,256022,caso-nuevo
272020,256064,programa-completo
272065,256099,programa-completo
272096,256116,programa-completo
272106,256126,programa-completo
272125,256144,programa-completo
272136,256155,programa-activo
272148,256167,programa-completo
272256,256275,programa-completo
272259,256278,programa-completo
272263,256282,programa-completo
272265,256284,programa-completo
272267,256286,programa-completo
272319,256338,caso-nuevo
272321,256340,caso-nuevo
272387,256406,programa-completo
272449,256468,programa-completo
272566,256583,programa-completo
272724,256739,programa-completo
274220,258194,programa-completo
274267,258241,programa-completo
274321,258292,programa-completo
274344,258313,programa-completo
274374,258343,programa-completo
274449,258417,programa-completo
274550,258517,programa-completo
274609,258575,programa-completo
274715,258680,caso-nuevo
275053,259017,programa-completo
275083,259042,programa-completo
275106,259065,programa-completo
275127,259086,programa-completo
275165,259124,programa-completo
275183,259142,caso-nuevo
275262,259221,caso-nuevo
275607,259562,programa-completo
275682,259637,programa-completo
275704,259659,caso-nuevo
275812,259765,programa-completo
275881,259815,programa-completo
275901,259835,programa-completo
275981,259914,programa-completo
276003,259936,programa-completo
276054,259985,programa-completo
276144,260073,programa-completo
276183,260112,programa-completo
276205,260133,programa-completo
276226,260153,programa-completo
276234,260161,programa-completo
276259,260186,programa-completo
276273,260200,programa-completo
276285,260212,programa-completo
276301,260228,caso-nuevo
276891,260812,programa-completo
276912,260834,programa-completo
276939,260859,programa-completo
276973,260890,programa-completo
277008,260924,programa-completo
277049,260965,programa-completo
277086,261001,caso-nuevo
277142,261056,programa-completo
277202,261114,caso-nuevo
277272,261183,programa-completo
277334,261245,caso-nuevo
277386,261296,programa-completo
277500,261409,programa-completo
277525,261434,programa-completo
277556,261465,programa-completo
277951,261844,programa-activo
277961,261853,programa-completo
278007,261899,programa-completo
278081,261973,programa-completo
278127,262018,programa-completo
278187,262077,programa-completo
278226,262116,programa-completo
278255,262143,programa-completo
278329,262216,programa-completo
278363,262250,programa-completo
278449,262336,programa-completo
278509,262392,programa-completo
278557,262439,rechazado-mmgyd
278580,262462,programa-completo
278606,262488,programa-completo
278654,262535,programa-activo
278993,262870,programa-completo
279048,262925,programa-completo
279086,262963,programa-completo
279132,263009,programa-completo
279165,263042,programa-completo
279190,263067,programa-completo
279226,263102,programa-completo
279268,263144,programa-activo
279320,263195,programa-completo
279396,263270,programa-completo
279455,263329,programa-completo
279512,263385,programa-completo
279543,263414,programa-completo
279565,263436,programa-completo
279600,263469,caso-nuevo
279637,263505,caso-nuevo
280027,263885,programa-completo
280046,263904,solicitud-compatible
280067,263925,caso-nuevo
280075,263933,programa-activo
280092,263950,programa-activo
280111,263968,programa-completo
280134,263991,programa-completo
280161,264018,programa-completo
280205,264046,programa-completo
280284,264123,programa-completo
280355,264193,caso-nuevo
280409,264247,programa-completo
280442,264280,programa-completo
280466,264304,programa-completo
280512,264350,programa-completo
280554,264392,programa-activo
280578,264416,programa-completo
280603,264441,programa-completo
281225,265057,programa-completo
281236,265068,programa-completo
281242,265074,programa-completo
281267,265099,programa-activo
281297,265128,programa-activo
281330,265161,rechazado-mmgyd
281362,265193,programa-completo
281388,265218,programa-activo
281407,265237,programa-completo
281435,265265,programa-completo
281449,265279,programa-completo
281475,265305,programa-completo
281507,265337,programa-completo
281527,265356,programa-completo
281599,265427,programa-completo
281637,265461,programa-completo
281656,265480,programa-completo
281896,265718,caso-nuevo
281918,265740,programa-completo
281935,265757,programa-completo
281945,265767,programa-completo
281964,265786,programa-completo
282044,265865,programa-completo
282095,265913,programa-completo
282141,265959,caso-nuevo
282209,266026,programa-completo
282249,266064,programa-completo
282306,266121,programa-completo
282334,266149,programa-completo
282354,266168,programa-completo
282371,266183,programa-completo
282412,266223,programa-completo
282434,266245,caso-nuevo
282455,266266,programa-completo
282474,266285,programa-completo
282485,266296,programa-completo
282886,266672,programa-completo
282893,266679,programa-completo
282899,266685,programa-completo
282928,266714,programa-completo
283089,266874,programa-completo
283198,266980,programa-completo
283215,266997,programa-completo
283289,267067,programa-completo
283380,267141,programa-completo
283394,267154,programa-completo
283799,267554,programa-completo
283814,267569,programa-completo
283834,267584,programa-completo
283868,267618,programa-completo
283931,267674,programa-completo
283951,267693,programa-completo
283981,267722,programa-completo
284009,267749,programa-completo
284044,267783,caso-nuevo
284067,267803,programa-completo
284472,268080,caso-nuevo
284499,268107,programa-completo
284531,268139,programa-completo
284573,268167,programa-completo
284685,268230,programa-completo
284805,268293,programa-completo
284865,268325,programa-completo
284980,268396,programa-completo
285003,268413,programa-completo
285058,268466,programa-completo
285086,268494,programa-completo
285134,268542,programa-completo
285167,268575,caso-nuevo
285179,268587,programa-completo
285243,268649,programa-completo
285259,268665,caso-nuevo
285261,268667,programa-completo
285270,268676,programa-completo
285294,268700,programa-completo
285747,269146,programa-completo
285756,269155,programa-completo
285766,269165,programa-completo
285786,269185,programa-completo
286092,269487,programa-completo
286143,269538,programa-completo
286194,269588,programa-completo
286277,269671,programa-activo
286349,269742,programa-completo
286370,269762,caso-nuevo
286377,269768,programa-completo
286399,269788,programa-completo
286426,269813,programa-completo
286773,270142,solicitud-compatible
286785,270154,programa-completo
286801,270170,programa-completo
286833,270200,programa-completo
286861,270227,programa-completo
286913,270278,programa-completo
286965,270328,programa-completo
287011,270371,programa-completo
287086,270445,programa-completo
287193,270536,programa-completo
287243,270586,caso-nuevo
287257,270600,programa-completo
287287,270630,programa-completo
287352,270695,programa-completo
287389,270731,programa-activo
287407,270749,programa-completo
287429,270770,programa-completo
287516,270856,programa-completo
287547,270886,programa-completo
287597,270918,programa-completo
287615,270936,programa-completo
287632,270953,programa-completo
287654,270974,programa-completo
287688,270987,programa-completo
287700,270996,programa-completo
287917,271209,programa-completo
287974,271264,programa-completo
288022,271312,solicitud-compatible
288120,271406,programa-completo
288146,271432,programa-completo
288240,271523,programa-completo
288288,271570,programa-completo
288326,271608,programa-completo
288392,271673,caso-nuevo
288417,271698,programa-completo
288445,271724,programa-completo
288468,271747,programa-completo
288482,271760,programa-completo
288509,271786,programa-completo
289750,272978,caso-nuevo
289817,273037,programa-completo
289908,273127,programa-completo
290221,273438,programa-completo
290239,273456,programa-completo
290804,274004,programa-completo
290968,274159,programa-completo
291546,274727,programa-completo
291596,274774,programa-completo
291646,274821,programa-completo
291691,274863,programa-completo
291727,274897,programa-completo
291764,274932,programa-completo
291833,275001,programa-completo
291925,275090,programa-completo
292005,275167,programa-completo
292044,275197,programa-completo
292095,275246,programa-completo
292104,275254,programa-completo
292127,275277,programa-completo
292163,275294,caso-nuevo
292611,275710,programa-completo
292683,275755,programa-completo
292723,275792,programa-activo
292759,275819,programa-completo
292846,275892,programa-completo
292877,275922,programa-completo
292942,275983,programa-completo
292993,276031,programa-completo
293058,276094,programa-completo
293092,276128,programa-completo
293112,276148,programa-completo
293456,276456,caso-nuevo
293489,276488,programa-completo
293515,276513,programa-completo
293569,276567,programa-completo
293604,276599,solicitud-compatible
293664,276655,programa-completo
293816,276799,programa-completo
293855,276838,programa-completo
293906,276888,programa-completo
293924,276905,programa-completo
293951,276929,programa-completo
293962,276940,programa-completo
293974,276952,programa-completo
293987,276964,programa-completo
295060,277972,programa-completo
295065,277977,programa-completo
295071,277983,programa-completo
295085,277996,programa-completo
295108,278012,programa-completo
295161,278054,programa-completo
295237,278128,programa-completo
295264,278155,programa-completo
295885,278725,programa-completo
295963,278800,programa-completo
295997,278834,programa-completo
296028,278865,programa-completo
296055,278890,programa-completo
296089,278923,programa-completo
296121,278955,programa-completo
296137,278971,programa-completo
296161,278995,programa-completo
296194,279027,programa-completo
296220,279053,programa-completo
296260,279092,programa-completo
296287,279118,programa-completo
296359,279188,programa-completo
296377,279206,programa-completo
296399,279228,programa-completo
296413,279241,programa-completo
296753,279550,programa-completo
296860,279655,programa-completo
296978,279769,programa-completo
297047,279836,programa-completo
297090,279877,rechazado-mmgyd
297170,279952,caso-nuevo
297240,279984,programa-completo
297269,279997,programa-completo
297554,280252,caso-nuevo
297564,280262,caso-nuevo
297617,280315,programa-completo
297650,280348,programa-completo
297761,280456,programa-completo
297839,280534,caso-nuevo
297964,280657,programa-completo
298317,280993,programa-completo
298436,281112,programa-completo
298483,281159,programa-completo
298556,281232,programa-completo
298582,281258,programa-completo
298638,281314,programa-completo
298662,281338,programa-completo
299041,281689,programa-completo
299043,281691,programa-completo
299355,282000,programa-completo
299408,282051,programa-completo
299481,282121,programa-completo
299577,282211,caso-nuevo
299614,282247,programa-completo
299635,282268,programa-activo
299641,282274,programa-completo
299658,282291,programa-completo
299904,282535,programa-activo
